Kr,Rs,Ar,Vf (%),k,k_egv,k_mean,k_std,k_max,k_min
10,10000,5,55,"[[0.24320823971165, 0.007477901180012, -0.0040587854453997], [0.007477901180012, 0.23035802844693, -0.0004619322103177], [-0.0040587854453997, -0.0004619322103177, 0.24923842626113]]","[0.22684903306424764, 0.24388016703224438, 0.25207549432321785]",0.240934898139903,0.012868548618579,0.252075494323218,0.226849033064248
10,10000,6,55,"[[0.2486808675729, -0.0024983931426634, -0.0074990262033992], [-0.0024983931426634, 0.23220387012268, 0.0005146303292609], [-0.0074990262033992, 0.0005146303292609, 0.25194422857734]]","[0.2581374171456623, 0.2428788743495012, 0.23181267477775666]",0.244276322090973,0.013217891674801,0.258137417145662,0.231812674777757
10,10000,1,60,"[[0.23689623408953, 0.0037249090067273, 0.0052979708576748], [0.0037249090067273, 0.23396529932938, 0.0053871646437439], [0.0052979708576748, 0.0053871646437439, 0.23518925624928]]","[0.24507845570278397, 0.23195372468018086, 0.22901860928522502]",0.23535026322273,0.008551726275563,0.245078455702784,0.229018609285225
10,10000,2,60,"[[0.24496409712305, -0.0008709640962421, -0.0002636627713128], [-0.0008709640962421, 0.24652711032192, 0.0044603346314799], [-0.0002636627713128, 0.0044603346314799, 0.2389451847575]]","[0.2488015733053664, 0.24475437646720294, 0.23688044242990072]",0.243478797400823,0.006062067865294,0.248801573305366,0.236880442429901
10,10000,3,60,"[[0.25717542316594, -0.0074896372463158, -0.0005549924240569], [-0.0074896372463158, 0.25627498025828, 0.002795610205414], [-0.0005549924240569, 0.002795610205414, 0.25323336289615]]","[0.26470514222089786, 0.24858574550650006, 0.25339287859297216]",0.255561255440123,0.008275574374174,0.264705142220898,0.2485857455065
10,10000,4,60,"[[0.27641666513233, 0.0030637790730275, -0.0062280085813244], [0.0030637790730275, 0.25770171032258, -0.00014528513213], [-0.0062280085813244, -0.00014528513213, 0.26930102596653]]","[0.28036058584234336, 0.2659145168563532, 0.2571442987227437]",0.26780646714048,0.011723207914779,0.280360585842343,0.257144298722744
10,10000,5,60,"[[0.27665551399505, 0.004734208403521, -0.0025237298560505], [0.004734208403521, 0.26549692080906, 0.000651114671865], [-0.0025237298560505, 0.000651114671865, 0.28527362013884]]","[0.26365608816315506, 0.277791209644669, 0.28597875713512566]",0.275808684980983,0.011292616638301,0.285978757135126,0.263656088163155
10,10000,6,60,"[[0.28343954970532, -0.002929389003812, -0.0071590750667728], [-0.002929389003812, 0.26732772000378, -0.0002219033591512], [-0.0071590750667728, -0.0002219033591512, 0.28523825415433]]","[0.2916851274910317, 0.27764450002502017, 0.266675896347378]",0.278668507954477,0.012536022286948,0.291685127491032,0.266675896347378
10,1000000,1,5,"[[0.055062507806997, -0.000349023670118, -0.0006467413820453], [-0.000349023670118, 0.053932478618911, 0.0001288783589809], [-0.0006467413820453, 0.0001288783589809, 0.054344863155037]]","[0.055527499840819484, 0.05399264346768323, 0.05381970627244227]",0.054446616526982,0.0009400576429,0.05552749984082,0.053819706272442
10,1000000,2,5,"[[0.054982990324768, 0.0001810404695467, 0.0001703175139962], [0.0001810404695467, 0.055630487268897, 4.9898718635124e-06], [0.0001703175139962, 4.9898718635124e-06, 0.056758757980073]]","[0.054921227734362574, 0.05567562866764998, 0.05677537917172542]",0.055790745191246,0.000932420639343,0.056775379171725,0.054921227734363
10,1000000,3,5,"[[0.058246166252941, -0.0007471622213724, 0.0006519492951187], [-0.0007471622213724, 0.058210463927272, -0.0008770527421656], [0.0006519492951187, -0.0008770527421656, 0.056571175932877]]","[0.05939099641712878, 0.05749820166561343, 0.05613860803034777]",0.05767593537103,0.001633462429059,0.059390996417129,0.056138608030348
10,1000000,4,5,"[[0.058790539302752, -0.0010473933628715, 0.0003974296036496], [-0.0010473933628715, 0.057471338758974, 0.00201155624717], [0.0003974296036496, 0.00201155624717, 0.060639969585435]]","[0.05604185477939669, 0.059239941848874655, 0.061620051018889684]",0.058967282549054,0.002799075854976,0.06162005101889,0.056041854779397
10,1000000,5,5,"[[0.058769135308051, -0.0004942598302131, -0.0001923399905197], [-0.0004942598302131, 0.057507095601692, 0.0012281547319332], [-0.0001923399905197, 0.0012281547319332, 0.06147347314035]]","[0.05705219589586166, 0.0588409048688211, 0.06185660328541024]",0.059249901350031,0.002428176513851,0.06185660328541,0.057052195895862
10,1000000,6,5,"[[0.057269959326716, -0.0006015944185042, -0.0009051245933529], [-0.0006015944185042, 0.058944032637257, -0.0009259543435175], [-0.0009051245933529, -0.0009259543435175, 0.061467937243363]]","[0.056786355115489885, 0.05902097160253567, 0.06187460248931048]",0.059227309735779,0.002550391519595,0.061874602489311,0.05678635511549
10,1000000,1,10,"[[0.05348688344002, -9.8572015607315e-05, -0.0007520840396817], [-9.8572015607315e-05, 0.053239687552708, 0.0004443825073483], [-0.0007520840396817, 0.0004443825073483, 0.054061814467922]]","[0.05470261027058259, 0.05286255392935727, 0.053223221260710184]",0.053596128486883,0.000975062400167,0.054702610270583,0.052862553929357
10,1000000,2,10,"[[0.054126137616175, -0.0002815599455612, 7.5560520981495e-05], [-0.0002815599455612, 0.057190316695486, -0.0005146495788319], [7.5560520981495e-05, -0.0005146495788319, 0.055615180904359]]","[0.05409991026897795, 0.05736974265317409, 0.05546198229386797]",0.05564387840534,0.001642487626045,0.057369742653174,0.054099910268978
10,1000000,3,10,"[[0.056897879969559, -0.0008368457353851, 0.0004333803634126], [-0.0008368457353851, 0.057917557803282, -0.0007045405447272], [0.0004333803634126, -0.0007045405447272, 0.058987288339631]]","[0.05956690672612236, 0.056427310807246965, 0.057808508579102594]",0.057934242037491,0.001573569925479,0.059566906726122,0.056427310807247
10,1000000,4,10,"[[0.058888885938286, -0.0018964097514228, 0.0006944641980228], [-0.0018964097514228, 0.059131247354875, 0.0005590670761801], [0.0006944641980228, 0.0005590670761801, 0.061087757444912]]","[0.05692011180694054, 0.06089890844776948, 0.06128887048336295]",0.059702630246024,0.0024176071321,0.061288870483363,0.056920111806941
10,1000000,5,10,"[[0.05932939987733, 0.0002457653282228, 7.4292540812815e-05], [0.0002457653282228, 0.061128061202593, 0.0007012202411698], [7.4292540812815e-05, 0.0007012202411698, 0.065428103316456]]","[0.05929635796600304, 0.061047620903065154, 0.06554158552731083]",0.061961854798793,0.00322142585437,0.065541585527311,0.059296357966003
10,1000000,6,10,"[[0.060928527433487, 0.0011897953962348, -0.0004212539261833], [0.0011897953962348, 0.065114656150393, 0.0005861166636129], [-0.0004212539261833, 0.0005861166636129, 0.064452293400325]]","[0.06053391777882634, 0.06434180012118328, 0.06561975908419539]",0.063498492328068,0.002645717572096,0.065619759084195,0.060533917778826
10,1000000,1,15,"[[0.055134005699644, -0.0002296753413995, -0.0007827340782381], [-0.0002296753413995, 0.053839976191452, 0.0004564839300072], [-0.0007827340782381, 0.0004564839300072, 0.053764658697811]]","[0.05558260513376214, 0.05393423882802882, 0.053221796627115986]",0.054246213529636,0.001210929544645,0.055582605133762,0.053221796627116
10,1000000,2,15,"[[0.054829495392, -0.0005939381212221, -8.8354463663393e-05], [-0.0005939381212221, 0.057215552746403, -0.000636310459965], [-8.8354463663393e-05, -0.000636310459965, 0.057185376271494]]","[0.05466731971469214, 0.05668034653898875, 0.057882758156216005]",0.056410141469966,0.001624659711232,0.057882758156216,0.054667319714692
10,1000000,3,15,"[[0.059426815156442, -0.0004400061601309, -0.0011637869902883], [-0.0004400061601309, 0.062296043390533, -0.0014235632864382], [-0.0011637869902883, -0.0014235632864382, 0.061529886100732]]","[0.0586196154302017, 0.06120941085155709, 0.06342371836594819]",0.061084248215902,0.002404495896926,0.063423718365948,0.058619615430202
10,1000000,4,15,"[[0.066813550603865, -0.000502291011536, 0.0004721759631489], [-0.000502291011536, 0.065583826943633, 0.0003025753810271], [0.0004721759631489, 0.0003025753810271, 0.064649835623661]]","[0.06704440125880679, 0.06440707824934691, 0.06559573366300529]",0.065682404390386,0.001320795981708,0.067044401258807,0.064407078249347
10,1000000,5,15,"[[0.067447034124527, -0.0001520734100045, -0.0001465485497429], [-0.0001520734100045, 0.068555561862984, -0.0006674100058072], [-0.0001465485497429, -0.0006674100058072, 0.070706574780219]]","[0.06740791119581495, 0.06840156642047854, 0.07089969315143649]",0.068903056922577,0.001799098343385,0.070899693151437,0.067407911195815
10,1000000,6,15,"[[0.067763899765933, 0.0024647273344998, -0.0031440458928853], [0.0024647273344998, 0.071766099323929, -0.0001216014332045], [-0.0031440458928853, -0.0001216014332045, 0.071774881430036]]","[0.0653305922305957, 0.07432307277443581, 0.07165121551486651]",0.070434960173299,0.004617968641595,0.074323072774436,0.065330592230596
10,1000000,1,20,"[[0.057377964571513, -0.0007023309138071, -0.001780823534665], [-0.0007023309138071, 0.055963860284975, 0.0008148438516811], [-0.001780823534665, 0.0008148438516811, 0.056822810203326]]","[0.05924779821700096, 0.05523544089719932, 0.05568139594561368]",0.056721545019938,0.002199132871851,0.059247798217001,0.055235440897199
10,1000000,2,20,"[[0.058436989764535, -0.0006938335392402, 0.0010150010333531], [-0.0006938335392402, 0.061051072653754, 7.0118409174489e-05], [0.0010150010333531, 7.0118409174489e-05, 0.06334357102702]]","[0.05807342583000325, 0.06354708526792216, 0.06121112234738369]",0.060943877815103,0.00274659819424,0.063547085267922,0.058073425830003
10,1000000,3,20,"[[0.064568904919809, -0.0004524848251043, -0.0024010342946574], [-0.0004524848251043, 0.071440070520753, 0.0003909329219854], [-0.0024010342946574, 0.0003909329219854, 0.06791414122219]]","[0.06330932684391898, 0.06903941690870918, 0.07157437291012389]",0.067974372220917,0.004234204383278,0.071574372910124,0.063309326843919
10,1000000,4,20,"[[0.075843235209311, 0.0005126513130993, -0.0011865210635707], [0.0005126513130993, 0.070563889422348, -0.0014801661277161], [-0.0011865210635707, -0.0014801661277161, 0.072115208879049]]","[0.07634034020666176, 0.07251894745751808, 0.06966304584652817]",0.072840777836903,0.003350260599982,0.076340340206662,0.069663045846528
10,1000000,5,20,"[[0.081398600718948, 0.0047319495836443, -0.0019986599598313], [0.0047319495836443, 0.080036367115992, -0.0015603863402367], [-0.0019986599598313, -0.0015603863402367, 0.079779540893128]]","[0.08645855829959495, 0.07593149784691451, 0.0788244525815586]",0.080404836242689,0.005438562294474,0.086458558299595,0.075931497846915
10,1000000,6,20,"[[0.08256097200658, 0.0052775430048816, -0.0056600987663609], [0.0052775430048816, 0.084414264536797, 0.0019441235918668], [-0.0056600987663609, 0.0019441235918668, 0.079235369479446]]","[0.0729373164167805, 0.08946462557383911, 0.08380866403220337]",0.082070202007608,0.008399683008987,0.089464625573839,0.072937316416781
10,1000000,1,25,"[[0.062384591590194, -0.0001028626071338, -0.002286578202393], [-0.0001028626071338, 0.061108523275271, 0.0007526712838488], [-0.002286578202393, 0.0007526712838488, 0.062371648688418]]","[0.06476581130736166, 0.05990368890058426, 0.061195263345937015]",0.061954921184628,0.002518505230992,0.064765811307362,0.059903688900584
10,1000000,2,25,"[[0.063927346573768, -0.0004732909512406, 0.0010002650042636], [-0.0004732909512406, 0.06666654146119, -0.0007107188734801], [0.0010002650042636, -0.0007107188734801, 0.068057227707003]]","[0.0636658992857804, 0.06861685958672284, 0.0663683568694578]",0.066217038580654,0.002478946327328,0.068616859586723,0.06366589928578
10,1000000,3,25,"[[0.07285228295514, 0.0006177581980177, -0.0008260780911622], [0.0006177581980177, 0.081242304834905, 0.0008035242091438], [-0.0008260780911622, 0.0008035242091438, 0.075909916515415]]","[0.07256938936097836, 0.0760456635988314, 0.08138945134565023]",0.07666816810182,0.00444286025501,0.08138945134565,0.072569389360978
10,1000000,4,25,"[[0.089069410307202, 0.0015855538463341, -0.0014106943873373], [0.0015855538463341, 0.088210616534441, 0.0007263954245115], [-0.0014106943873373, 0.0007263954245115, 0.082702758345548]]","[0.08221549711006292, 0.09034822922755152, 0.08741905884957654]",0.08666092839573,0.004119029529209,0.090348229227552,0.082215497110063
10,1000000,5,25,"[[0.09576748841656, 0.0044714535882995, -0.0022631811262124], [0.0044714535882995, 0.092145960299997, -0.0001036853110082], [-0.0022631811262124, -0.0001036853110082, 0.093759672288392]]","[0.0994541520431946, 0.08882753632523004, 0.0933914326365243]",0.093891040334983,0.005330895449509,0.099454152043195,0.08882753632523
10,1000000,6,25,"[[0.09445568216231, 0.0047033123632474, -0.0037634780521194], [0.0047033123632474, 0.099362649589882, 0.0011836989428372], [-0.0037634780521194, 0.0011836989428372, 0.092256134242906]]","[0.08805589989859987, 0.09570317656554717, 0.10231538953095091]",0.095358155331699,0.007136003144803,0.102315389530951,0.0880558998986
10,1000000,1,30,"[[0.068748017874237, -0.0004035044033722, -0.0022467674837235], [-0.0004035044033722, 0.067710967705739, 0.0020208663410823], [-0.0022467674837235, 0.0020208663410823, 0.069191266462599]]","[0.07199524151258377, 0.06781241770706177, 0.06584259282292951]",0.068550084014192,0.003141955626689,0.071995241512584,0.06584259282293
10,1000000,2,30,"[[0.075609864550917, -0.0012015655950166, 0.001488017554043], [-0.0012015655950166, 0.078284419795449, 0.0011358279675463], [0.001488017554043, 0.0011358279675463, 0.0803722422371]]","[0.0745854336674194, 0.07863996073995351, 0.08104113217609314]",0.078088842194489,0.003262944919408,0.081041132176093,0.074585433667419
10,1000000,3,30,"[[0.088251256416367, 0.0018244859717981, -0.0014749692297906], [0.0018244859717981, 0.091952097694136, 0.0012498440227564], [-0.0014749692297906, 0.0012498440227564, 0.089362559856005]]","[0.08635667921982661, 0.09038303518787322, 0.09282619955880812]",0.089855304655503,0.00326688658974,0.092826199558808,0.086356679219827
10,1000000,4,30,"[[0.10555242734366, 0.0042614625784189, -0.00456798722724], [0.0042614625784189, 0.10270691532065, 0.0016226388202829], [-0.00456798722724, 0.0016226388202829, 0.097028408804707]]","[0.0937949278413206, 0.10933534138558768, 0.10215748224210881]",0.101762583823006,0.00777772922213,0.109335341385588,0.093794927841321
10,1000000,5,30,"[[0.11380301508805, 0.0050330202093133, -0.0044136893198774], [0.0050330202093133, 0.11104146950138, 0.0029498788854362], [-0.0044136893198774, 0.0029498788854362, 0.11038108124661]]","[0.10345091996357572, 0.11817955720886807, 0.11359508866359604]",0.11174185527868,0.007537177473038,0.118179557208868,0.103450919963576
10,1000000,6,30,"[[0.11035682869837, 0.0035761885585429, -0.0064281702406557], [0.0035761885585429, 0.11492231197551, 0.0046087509417189], [-0.0064281702406557, 0.0046087509417189, 0.11135498229305]]","[0.10186113737287025, 0.11651099654972971, 0.1182619890443299]",0.11221137432231,0.009006222702176,0.11826198904433,0.10186113737287
10,1000000,1,35,"[[0.082757602590119, 0.0004535200255476, -0.0024637216096029], [0.0004535200255476, 0.078670783616209, 0.0022134695579472], [-0.0024637216096029, 0.0022134695579472, 0.082895295382943]]","[0.08555123218003619, 0.08145194598127344, 0.0773205034279614]",0.081441227196424,0.004115374845238,0.085551232180036,0.077320503427961
10,1000000,2,35,"[[0.09374018223947, 0.0010383303054845, 0.0015486890213668], [0.0010383303054845, 0.093201869704711, 0.0017323597070304], [0.0015486890213668, 0.0017323597070304, 0.094133373507634]]","[0.09665188982846729, 0.09256497644257602, 0.09185855918077174]",0.093691808483938,0.00258772438865,0.096651889828467,0.091858559180772
10,1000000,3,35,"[[0.10439578737672, 0.0011103428414052, -0.0033410815444341], [0.0011103428414052, 0.10781097371491, 0.0009365202260622], [-0.0033410815444341, 0.0009365202260622, 0.10697601173449]]","[0.10175903603753905, 0.10928501829943578, 0.108138718489145]",0.106394257608707,0.004054930341465,0.109285018299436,0.101759036037539
10,1000000,4,35,"[[0.12550442748752, 0.0010909948546622, -0.006954434598889], [0.0010909948546622, 0.12143346458933, -0.0001926412689681], [-0.006954434598889, -0.0001926412689681, 0.11478988640567]]","[0.11135899433094863, 0.12907406346549208, 0.12129472068607908]",0.12057592616084,0.00887938161065,0.129074063465492,0.111358994330949
10,1000000,5,35,"[[0.13060298655193, 0.0088143015494629, -0.0049763641771559], [0.0088143015494629, 0.13017779329316, 0.0044160167714654], [-0.0049763641771559, 0.0044160167714654, 0.12892259283762]]","[0.1176597804302897, 0.13923626077365353, 0.13280733147876697]",0.12990112422757,0.011077935567698,0.139236260773654,0.11765978043029
10,1000000,6,35,"[[0.1337538482122, 0.0057241314916457, -0.005182970949192], [0.0057241314916457, 0.13187345866603, 0.0045986436891389], [-0.005182970949192, 0.0045986436891389, 0.12747404632449]]","[0.12035424647400442, 0.1387452116060152, 0.13400189512270036]",0.131033784400907,0.009547992488703,0.138745211606015,0.120354246474004
10,1000000,1,40,"[[0.10374053391941, 0.0019587127773979, 0.0003670247795161], [0.0019587127773979, 0.099576865890681, 0.0054745865158536], [0.0003670247795161, 0.0054745865158536, 0.10031468633803]]","[0.10643348415943286, 0.10289119748860376, 0.09430740450008436]",0.101210695382707,0.006235264025858,0.106433484159433,0.094307404500084
10,1000000,2,40,"[[0.11579656291322, -0.0027198295962718, 0.0015923604113819], [-0.0027198295962718, 0.11367907705703, 0.002391449654632], [0.0015923604113819, 0.002391449654632, 0.11362054978859]]","[0.10970906452598815, 0.11765693124948821, 0.11573019398336357]",0.11436539658628,0.004145980018638,0.117656931249488,0.109709064525988
10,1000000,3,40,"[[0.12755615905231, 0.0035850996136351, -0.0011211777421287], [0.0035850996136351, 0.1308732670623, -0.0018864283241956], [-0.0011211777421287, -0.0018864283241956, 0.12794575569161]]","[0.1339642456457979, 0.1252621054033065, 0.12714883075711567]",0.12879172726874,0.004577787993226,0.133964245645798,0.125262105403306
10,1000000,4,40,"[[0.14791474674666, 0.0032956189202997, -0.0083310126220951], [0.0032956189202997, 0.14292439151689, -0.0026048124609261], [-0.0083310126220951, -0.0026048124609261, 0.13959172977901]]","[0.15456342117651806, 0.13440997691958517, 0.14145746994645655]",0.143476956014187,0.010227368764137,0.154563421176518,0.134409976919585
10,1000000,5,40,"[[0.15353859571849, 0.008517695989361, -0.0053517507710148], [0.008517695989361, 0.14788741273628, 0.0009985174019075], [-0.0053517507710148, 0.0009985174019075, 0.15772296648457]]","[0.14077952925213386, 0.1628774443505656, 0.15549200133664082]",0.153049658313113,0.011249588548378,0.162877444350566,0.140779529252134
10,1000000,6,40,"[[0.15610606237151, 0.0030215689829212, -0.0042636978769441], [0.0030215689829212, 0.14965770759331, 0.0005237438255005], [-0.0042636978769441, 0.0005237438255005, 0.15109277803937]]","[0.15915642435858512, 0.14694256142164244, 0.15075756222396264]",0.152285516001397,0.006248647375239,0.159156424358585,0.146942561421642
10,1000000,1,45,"[[0.13062494346987, 0.0020130111596132, 0.0003452979227953], [0.0020130111596132, 0.12485497939426, 0.0023753904536587], [0.0003452979227953, 0.0023753904536587, 0.1263504203786]]","[0.1314987201472959, 0.12749219860770641, 0.12283942448772767]",0.12727678108091,0.004333665176625,0.131498720147296,0.122839424487728
10,1000000,2,45,"[[0.13817517852586, -0.0018231233553859, 0.0036316227615662], [-0.0018231233553859, 0.14098493155314, -0.0010242061965207], [0.0036316227615662, -0.0010242061965207, 0.14625516292438]]","[0.14802377534869807, 0.1363755187022463, 0.14101597895243564]",0.141805091001127,0.005864085102933,0.148023775348698,0.136375518702246
10,1000000,3,45,"[[0.15738273126674, -0.0010857331169181, -8.4140576462536e-05], [-0.0010857331169181, 0.15691528932535, -0.0020333589228203], [-8.4140576462536e-05, -0.0020333589228203, 0.14605720364029]]","[0.1583908260568107, 0.15628206170988118, 0.14568233646568837]",0.153451741410793,0.006810613898063,0.158390826056811,0.145682336465688
10,1000000,4,45,"[[0.1753833964326, 0.0064534683660414, -0.0087832243797757], [0.0064534683660414, 0.16567950894099, -0.0035905342118636], [-0.0087832243797757, -0.0035905342118636, 0.17207877481553]]","[0.1853585618081096, 0.1623382036963309, 0.16544491468467953]",0.171047226729707,0.012490942601983,0.18535856180811,0.162338203696331
10,1000000,5,45,"[[0.18146755406281, 0.012717656444875, -0.0075981082432877], [0.012717656444875, 0.17091211268778, 0.0019658722932039], [-0.0075981082432877, 0.0019658722932039, 0.18619054786386]]","[0.16100674730622633, 0.19401405293661494, 0.18354941437160863]",0.179523404871483,0.016867931723119,0.194014052936615,0.161006747306226
10,1000000,6,45,"[[0.18732255527392, 0.0056129736376932, -0.0070101012223049], [0.0056129736376932, 0.17121765288862, -0.0001035316249335], [-0.0070101012223049, -0.0001035316249335, 0.18300927413418]]","[0.19347091097875307, 0.1789685308260783, 0.16911004049188863]",0.180516494098907,0.012253984880028,0.193470910978753,0.169110040491889
10,1000000,1,50,"[[0.15842812798244, 0.0008786263588775, 0.0005808093415704], [0.0008786263588775, 0.15257027472342, 0.0068139862603467], [0.0005808093415704, 0.0068139862603467, 0.15396079840184]]","[0.1605958724473404, 0.15795293849862446, 0.14641039016173488]",0.154986400369233,0.007543688638435,0.16059587244734,0.146410390161735
10,1000000,2,50,"[[0.17027034911421, -0.0045114951355827, 0.0012894229259201], [-0.0045114951355827, 0.17581966583866, 0.0010322948230297], [0.0012894229259201, 0.0010322948230297, 0.17594960762997]]","[0.16743652560303302, 0.17837543704719044, 0.17622765993261671]",0.174013207527613,0.005795929216812,0.17837543704719,0.167436525603033
10,1000000,3,50,"[[0.18875708121421, -0.0051442680446602, -0.0016092896049661], [-0.0051442680446602, 0.18682360761106, 0.0031818233282957], [-0.0016092896049661, 0.0031818233282957, 0.17734409079452]]","[0.19368635921168706, 0.1828634457536004, 0.1763749746545026]",0.184308259873263,0.008745663193947,0.193686359211687,0.176374974654503
10,1000000,4,50,"[[0.2042540032817, 0.0033362739945758, -0.0089223383099855], [0.0033362739945758, 0.19611058030043, -0.0046950131435187], [-0.0089223383099855, -0.0046950131435187, 0.20042900402977]]","[0.21327157337508612, 0.1953401582795237, 0.19218185595729037]",0.200264529203967,0.011374582055695,0.213271573375086,0.19218185595729
10,1000000,5,50,"[[0.21539937616576, 0.015138568237566, -0.0037212491536837], [0.015138568237566, 0.19324332361744, -0.0007432489634492], [-0.0037212491536837, -0.0007432489634492, 0.21398611141038]]","[0.1855252952435715, 0.22437004697790489, 0.21273346897210338]",0.207542937064527,0.019935769371614,0.224370046977905,0.185525295243571
10,1000000,6,50,"[[0.21833404293443, 0.0074463065162652, -0.0056912638680623], [0.0074463065162652, 0.19966890462818, -0.0015774296119935], [-0.0056912638680623, -0.0015774296119935, 0.21606732278058]]","[0.19705355082853596, 0.2248824396882097, 0.2121342798264442]",0.211356756781063,0.013930727560167,0.22488243968821,0.197053550828536
10,1000000,1,55,"[[0.20050717759887, -0.0001064212429094, 0.0023745490030499], [-0.0001064212429094, 0.19274629690635, 0.0036262231545097], [0.0023745490030499, 0.0036262231545097, 0.19217743187831]]","[0.2012313793850558, 0.18854161463989683, 0.19565791235857713]",0.195143635461177,0.00636049470303,0.201231379385056,0.188541614639897
10,1000000,2,55,"[[0.20433038619466, -0.0029032454466734, 0.0032826161839244], [-0.0029032454466734, 0.20893595095752, 0.0014450564004992], [0.0032826161839244, 0.0014450564004992, 0.20376421546655]]","[0.19973652065306696, 0.20695190945547048, 0.21034212251019244]",0.20567685087291,0.005416551345615,0.210342122510192,0.199736520653067
10,1000000,3,55,"[[0.22131294012614, -0.0038907886131092, -0.0032157650846841], [-0.0038907886131092, 0.21651835687059, 0.0011329659226119], [-0.0032157650846841, 0.0011329659226119, 0.21787046686727]]","[0.2250623438299611, 0.21420863078860736, 0.21643078924543172]",0.218567254621333,0.00573359703178,0.225062343829961,0.214208630788607
10,1000000,4,55,"[[0.2379183164835, 0.0012623120819993, -0.0047193476184086], [0.0012623120819993, 0.22681547176453, -0.0021697010260106], [-0.0047193476184086, -0.0021697010260106, 0.23621743776254]]","[0.2422263884879378, 0.23239115164592572, 0.2263336858767065]",0.23365040867019,0.008020835072617,0.242226388487938,0.226333685876706
10,1000000,5,55,"[[0.24306484825139, 0.0074709213760414, -0.0040781123703468], [0.0074709213760414, 0.23021080131221, -0.0004714774062201], [-0.0040781123703468, -0.0004714774062201, 0.24907770750062]]","[0.2267078789945633, 0.2437062222004069, 0.25193925586925014]",0.24078445235474,0.012866940157683,0.25193925586925,0.226707878994563
10,1000000,6,55,"[[0.24852713458636, -0.0025154009496258, -0.0075043873565888], [-0.0025154009496258, 0.23206622332703, 0.0005187153384872], [-0.0075043873565888, 0.0005187153384872, 0.25179953839564]]","[0.25799650874939534, 0.24272701163798824, 0.23166937592164663]",0.244130965436343,0.013219598913485,0.257996508749395,0.231669375921647
10,1000000,1,60,"[[0.23685511786867, 0.0037295630484041, 0.0053041689646139], [0.0037295630484041, 0.2339294468619, 0.0053859766050345], [0.0053041689646139, 0.0053859766050345, 0.23515068408768]]","[0.24504639976102602, 0.23190708545435856, 0.22898176360286532]",0.235311749606083,0.008556397443612,0.245046399761026,0.228981763602865
10,1000000,2,60,"[[0.24489558584075, -0.0008709089864325, -0.0002625840522995], [-0.0008709089864325, 0.24645870486121, 0.004463949127712], [-0.0002625840522995, 0.004463949127712, 0.23887063976818]]","[0.24873452451844688, 0.2446862091641041, 0.23680419678758954]",0.243408310156713,0.006066955525322,0.248734524518447,0.236804196787589
10,1000000,3,60,"[[0.25712443620275, -0.0074958714127727, -0.0005546798267845], [-0.0074958714127727, 0.25622801187011, 0.0028006189056905], [-0.0005546798267845, 0.0028006189056905, 0.25318673239532]]","[0.26466350748196943, 0.248529319462312, 0.2533463535238982]",0.25551306015606,0.008282449455675,0.264663507481969,0.248529319462312
10,1000000,4,60,"[[0.27632160785501, 0.0030671205512947, -0.0062335631003356], [0.0030671205512947, 0.25760848702728, -0.0001331885978881], [-0.0062335631003356, -0.0001331885978881, 0.26920706509787]]","[0.2802697817504937, 0.26581968028151925, 0.25704769794814714]",0.267712386660053,0.011726169327931,0.280269781750494,0.257047697948147
10,1000000,5,60,"[[0.2765446328516, 0.0047336679615089, -0.0025345322819907], [0.0047336679615089, 0.26537952662556, 0.0006528024977758], [-0.0025345322819907, 0.0006528024977758, 0.2851624096244]]","[0.2635391437530333, 0.27767422429235555, 0.2858732010561713]",0.275695523033853,0.011297741938448,0.285873201056171,0.263539143753033
10,1000000,6,60,"[[0.28333854382154, -0.0029332403053266, -0.0071602583343167], [-0.0029332403053266, 0.26722858794721, -0.0002203559667688], [-0.0071602583343167, -0.0002203559667688, 0.28513459864493]]","[0.29158440086358933, 0.27754202596808, 0.2665753035820109]",0.278567243471227,0.01253602967077,0.291584400863589,0.266575303582011
10,100000000,1,5,"[[0.079810507839311, 7.0531948824518e-05, -0.0005731387522617], [7.0531948824518e-05, 0.080486673195571, 0.0001872527308877], [-0.0005731387522617, 0.0001872527308877, 0.080383494511311]]","[0.07943217686520151, 0.08079020305177174, 0.08045829562921958]",0.080226891848731,0.000707968617292,0.080790203051772,0.079432176865202
10,100000000,2,5,"[[0.080325138037222, -0.0003508471371516, -0.0005345998181057], [-0.0003508471371516, 0.080945325000743, -0.0007148011878679], [-0.0005345998181057, -0.0007148011878679, 0.082327550693694]]","[0.07989867521453183, 0.0810119074420608, 0.0826874310750664]",0.081199337910553,0.001403793947774,0.082687431075066,0.079898675214532
10,100000000,3,5,"[[0.08169451939016, -0.0009778348565666, 0.0003425050348353], [-0.0009778348565666, 0.082469619035402, -0.0005181104683172], [0.0003425050348353, -0.0005181104683172, 0.083029934260197]]","[0.08103020090810446, 0.08370513831741266, 0.08245873346024182]",0.082398024228586,0.001338501678757,0.083705138317413,0.081030200908105
10,100000000,4,5,"[[0.082976758286382, -0.0010321382644744, -0.0008745875571164], [-0.0010321382644744, 0.083259441546029, 0.0002379211440041], [-0.0008745875571164, 0.0002379211440041, 0.085907267570553]]","[0.08624124066629665, 0.08200684844705386, 0.08389537828961369]",0.084047822467655,0.002121308272543,0.086241240666297,0.082006848447054
